feature,importance,tipo,seleccionada,umbral_falsa_max
cproductos,0.004714077916281481,real,True,0.004158182017433896
Master_fechaalta,0.004692552405360914,real,True,0.004158182017433896
Visa_mpagospesos_lag1,0.004634066459253103,real,True,0.004158182017433896
mtarjeta_master_consumo_percentil,0.0044562008486705865,real,True,0.004158182017433896
Visa_mconsumototal_lag1,0.004298955864009177,real,True,0.004158182017433896
Visa_mpagominimo,0.004257769004777674,real,True,0.004158182017433896
ctarjeta_debito_transacciones_lag1,0.004257071825806982,real,True,0.004158182017433896
mprestamos_hipotecarios_percentil,0.004248395667162545,real,True,0.004158182017433896
Visa_mfinanciacion_limite,0.004180673499088974,real,True,0.004158182017433896
falsa_13,0.004158182017433896,falsa,False,0.004158182017433896
Visa_msaldopesos,0.004099335861542261,real,False,0.004158182017433896
Visa_mconsumospesos_lag1,0.004078018075300044,real,False,0.004158182017433896
minversion1_pesos_percentil,0.004067360820650551,real,False,0.004158182017433896
Master_mfinanciacion_limite,0.0040416494961957195,real,False,0.004158182017433896
mpasivos_margen_lag1,0.004008007593343751,real,False,0.004158182017433896
ctarjeta_visa,0.003948381441541836,real,False,0.004158182017433896
mcomisiones_mantenimiento,0.003915941059138836,real,False,0.004158182017433896
mcheques_emitidos_percentil,0.003891407274227286,real,False,0.004158182017433896
mpasivos_margen_delta1,0.0038719906110539493,real,False,0.004158182017433896
Visa_mpagado,0.0038468960211873425,real,False,0.004158182017433896
mtransferencias_recibidas_percentil,0.0038275987718364712,real,False,0.004158182017433896
mcomisiones_otras_percentil,0.0037078957134034423,real,False,0.004158182017433896
cliente_antiguedad_lag1,0.003702348141565547,real,False,0.004158182017433896
mcheques_emitidos_rechazados_percentil,0.0035867022409069305,real,False,0.004158182017433896
cpayroll_trx,0.0035852872935657537,real,False,0.004158182017433896
mcaja_ahorro_delta1,0.0035168272896527407,real,False,0.004158182017433896
mtarjeta_visa_descuentos_percentil,0.0035167384150790277,real,False,0.004158182017433896
mactivos_margen_lag2,0.003487347884871921,real,False,0.004158182017433896
Visa_msaldototal_lag1,0.0034770110270078876,real,False,0.004158182017433896
Visa_Finiciomora_lag1,0.0034131154156821007,real,False,0.004158182017433896
mactivos_margen_percentil,0.0034091833831248848,real,False,0.004158182017433896
mprestamos_prendarios_percentil,0.0034016703575337993,real,False,0.004158182017433896
mttarjeta_master_debitos_automaticos_percentil,0.0033392662747890977,real,False,0.004158182017433896
Visa_status,0.003286297074293754,real,False,0.004158182017433896
mprestamos_personales_percentil,0.003275755758575822,real,False,0.004158182017433896
Visa_status_delta2,0.0032492444225775967,real,False,0.004158182017433896
mpagomiscuentas_percentil,0.0032376354701145536,real,False,0.004158182017433896
mcomisiones_delta1,0.0032080582342474463,real,False,0.004158182017433896
falsa_7,0.0031652487040642456,falsa,False,0.004158182017433896
mactivos_margen_lag1,0.003147809748380204,real,False,0.004158182017433896
Master_Fvencimiento,0.0031403028005024163,real,False,0.004158182017433896
matm_other_percentil,0.003132611088917032,real,False,0.004158182017433896
mttarjeta_visa_debitos_automaticos_percentil,0.0031115080041795805,real,False,0.004158182017433896
Visa_Fvencimiento_lag2,0.003100036053141526,real,False,0.004158182017433896
cliente_edad_lag1,0.003073322380019301,real,False,0.004158182017433896
falsa_17,0.0030570386507578207,falsa,False,0.004158182017433896
Visa_fechaalta_lag1,0.003030233151637138,real,False,0.004158182017433896
falsa_20,0.003021252317172065,falsa,False,0.004158182017433896
mrentabilidad_delta1,0.003018110947768252,real,False,0.004158182017433896
Visa_mpagospesos_delta1,0.003012699604252366,real,False,0.004158182017433896
falsa_19,0.002999063517211663,falsa,False,0.004158182017433896
mcuenta_debitos_automaticos_percentil,0.002985983375974275,real,False,0.004158182017433896
Visa_Fvencimiento,0.0029853717793128774,real,False,0.004158182017433896
ctarjeta_debito_transacciones,0.002980930965264851,real,False,0.004158182017433896
Visa_delinquency,0.002976604241792994,real,False,0.004158182017433896
falsa_2,0.0029525964169624247,falsa,False,0.004158182017433896
Master_fechaalta_lag2,0.002912415695469281,real,False,0.004158182017433896
Master_mlimitecompra,0.0028631708338368532,real,False,0.004158182017433896
mcomisiones_otras_delta2,0.0028347434055430634,real,False,0.004158182017433896
mcaja_ahorro_delta2,0.0028095235857861856,real,False,0.004158182017433896
Visa_msaldopesos_lag1,0.0027730496997085074,real,False,0.004158182017433896
mcomisiones_lag1,0.002766459910933272,real,False,0.004158182017433896
cliente_antiguedad_lag2,0.0027646825644202042,real,False,0.004158182017433896
Visa_msaldopesos_lag2,0.0027588197682001663,real,False,0.004158182017433896
falsa_10,0.0027585048376086775,falsa,False,0.004158182017433896
cliente_edad,0.002749176540999028,real,False,0.004158182017433896
Master_fechaalta_lag1,0.002741178752410823,real,False,0.004158182017433896
Visa_mpagospesos_lag2,0.0027058657801076395,real,False,0.004158182017433896
